id,nation,resid,age,income,educ,occup,gender,area,nation_o,resid_o
1060040,1,1,4,4,2,4,2,1,1,1
1060041,1,1,3,4,2,2,1,1,1,1
1060042,1,1,5,5,1,5,1,1,1,1
1060043,51,51,5,8,2,10,2,1,51,51
1060044,51,51,5,8,2,10,2,1,51,51
1060045,1,1,2,4,2,4,2,1,1,1
1060046,2,2,3,4,3,1,1,1,2,2
1060047,2,2,4,6,1,1,1,1,2,2
1060048,2,2,2,2,2,4,2,1,2,2
1060049,1,1,2,4,2,4,2,1,1,1
1060050,1,1,6,8,2,10,2,1,1,1
1060051,1,1,2,7,3,2,1,1,1,1
1060052,1,1,2,4,2,4,2,1,1,1
1060053,1,1,3,5,2,3,1,1,1,1
1060054,1,1,4,5,2,1,1,1,1,1
1060055,51,51,5,8,1,10,2,1,51,51
1060056,51,51,2,5,2,4,2,1,51,51
1060057,1,1,5,5,99,1,1,1,1,1
1060058,1,1,4,5,2,4,2,1,1,1
1060059,2,2,2,8,2,11,2,1,2,2
1060060,1,1,4,7,2,1,1,1,1,1
1060061,50,50,3,2,2,5,2,1,50,50
1060062,2,3,3,5,2,2,2,1,2,3
1060063,2,3,4,4,2,2,1,1,2,3
1060064,2,2,6,8,2,12,2,1,2,2
1060065,2,2,7,8,2,12,1,1,2,2
1060066,2,2,2,8,2,11,1,1,2,2
1060067,2,2,7,8,2,12,2,1,2,2
1060068,2,2,4,2,1,5,1,1,2,2
1060069,2,2,3,3,2,5,2,1,2,2
1060070,55,55,3,3,3,2,2,1,55,55
1060071,70,70,2,3,2,2,2,1,71,71
1060072,90,90,4,3,2,3,1,1,901,901
1060073,60,60,4,6,3,2,1,1,60,60
1060074,60,60,6,6,2,3,1,1,60,60
1060075,70,70,4,7,2,2,1,1,72,73
1060076,2,2,3,1,3,2,2,1,2,2
1060077,2,2,3,1,2,7,2,1,2,2
1060078,2,2,4,3,2,1,2,1,2,2
1060079,2,2,3,2,2,5,1,1,2,2
1060080,2,3,4,5,2,2,2,1,2,3
1060081,2,3,2,8,2,11,1,1,2,3
1060082,51,51,3,5,3,5,1,1,51,51
1060083,1,1,3,5,2,4,2,1,1,1
1060084,1,1,4,5,2,4,1,1,1,1
1060085,1,1,3,5,2,4,2,1,1,1
1060086,1,1,4,4,2,10,2,1,1,1
1060087,1,1,1,8,1,11,1,1,1,1
1060088,1,1,4,6,3,2,1,1,1,1
1060089,1,1,5,6,1,1,2,1,1,1
1060090,1,1,4,5,2,2,1,1,1,1
1060091,50,50,3,3,2,2,2,1,50,50
1060092,2,3,6,8,2,12,1,1,2,3
1060093,2,3,3,3,2,2,2,1,2,3
1060094,90,90,3,4,2,2,2,1,921,921
1060095,55,55,3,1,1,2,1,1,55,55
1060096,55,55,4,4,2,2,1,1,55,55
1060097,60,60,3,3,2,2,1,1,60,60
1060098,2,2,7,8,2,12,2,1,2,2
1060099,2,2,5,3,2,5,1,1,2,2
1060100,2,2,2,1,2,11,1,1,2,2
1060101,70,70,4,6,3,2,1,1,76,76
1060102,2,2,5,8,99,10,2,1,2,2
1060103,2,2,4,4,2,2,1,1,2,2
1060104,2,2,6,8,1,12,1,1,2,2
1060105,60,60,3,3,2,2,1,1,60,60
1060106,1,1,2,5,2,5,1,1,1,1
1060107,2,2,2,8,2,11,1,1,2,2
1060108,2,2,3,8,2,10,2,1,2,2
1060109,2,2,2,1,2,5,1,1,2,2
1060110,1,1,4,8,2,10,2,1,1,1
1060111,2,2,3,3,2,2,2,1,2,2
1060112,1,1,4,8,1,10,2,1,1,1
1060113,1,1,5,6,1,4,1,1,1,1
1060114,51,51,2,8,2,11,2,1,51,51
1060115,51,51,3,5,2,13,1,1,51,51
1060116,1,1,5,6,1,5,1,1,1,1
1060117,1,1,7,8,2,12,2,1,1,1
1060118,1,1,7,8,1,12,1,1,1,1
1060119,1,1,5,8,1,10,2,1,1,1
1060120,1,1,7,8,1,10,2,1,1,1
1060121,1,1,2,4,2,4,1,1,1,1
1060122,1,1,6,3,2,12,1,1,1,1
1060123,1,1,3,5,2,1,1,1,1,1
1060124,1,1,2,4,1,4,2,1,1,1
1060125,2,2,3,8,2,10,2,1,2,2
1060126,2,2,3,5,2,1,1,1,2,2
1060127,51,51,2,3,2,2,2,1,51,51
1060128,51,51,4,8,3,10,2,1,51,51
1060129,1,1,7,3,2,12,1,1,1,1
1060130,1,1,6,8,2,10,2,1,1,1
1060131,1,1,4,5,1,2,1,1,1,1
1060132,2,2,2,8,3,11,2,1,2,2
1060133,1,1,4,5,2,4,2,1,1,1
1060134,1,1,3,5,2,4,2,1,1,1
1060135,2,2,5,6,3,1,1,1,2,2
1060136,2,3,3,4,2,5,2,1,2,3
1060137,2,2,2,8,2,11,2,1,2,2
1060138,2,2,1,8,2,11,2,1,2,2
1060139,60,60,6,8,3,12,1,1,60,60
1060140,80,80,1,8,2,11,2,1,81,81
1060141,2,2,2,4,2,2,2,1,2,2
1060142,2,2,1,8,1,11,2,1,2,2
1060143,2,2,2,8,3,11,1,1,2,2
1060144,2,2,4,5,3,1,1,1,2,2
1060145,2,3,2,3,2,3,1,1,2,3
1060146,60,60,4,6,3,2,1,1,60,60
1060147,55,55,2,8,3,11,2,1,55,55
1060148,54,54,2,3,2,2,2,1,54,54
1060149,50,50,3,2,3,2,1,1,50,50
1060150,70,70,3,7,3,1,1,1,78,78
1060151,50,50,3,8,2,2,1,1,50,50
1060152,54,54,5,4,2,2,1,1,54,54
1060153,2,2,3,3,2,2,1,1,2,2
1060154,60,60,3,5,3,2,1,1,60,60
1060155,80,80,4,6,2,2,2,1,81,81
1060156,2,2,3,2,2,2,2,1,2,2
1060157,70,70,4,5,2,2,1,1,72,72
1060158,2,2,4,8,2,2,2,1,2,2
1060159,2,2,2,8,3,11,1,1,2,2
1060160,2,2,3,8,2,2,2,1,2,2
1060161,2,2,2,8,2,11,2,1,2,2
1060162,2,3,4,8,1,2,2,1,2,3
1060163,60,60,5,6,2,2,1,1,60,60
1060164,55,55,3,2,2,2,2,1,55,55
1060165,90,3,3,3,2,2,2,1,921,3
1060166,52,52,2,1,2,5,2,1,52,52
1060167,80,80,5,8,3,10,2,1,81,81
1060168,2,2,2,8,2,11,2,1,2,2
1060169,2,2,3,8,2,10,2,1,2,2
1060170,54,54,3,3,3,3,2,1,54,54
1060171,2,3,4,6,2,1,1,1,2,3
1060172,2,2,2,2,2,5,2,1,2,2
1060173,2,2,2,8,2,11,2,1,2,2
1060174,2,3,3,3,2,2,1,1,2,3
1060175,2,2,2,8,2,11,2,1,2,2
1060176,60,60,6,8,3,12,2,1,60,60
1060177,2,2,3,8,2,1,1,1,2,2
1060178,60,60,5,2,1,5,2,1,60,60
1060179,2,2,7,8,1,12,2,1,2,2
1060180,70,70,3,3,2,2,1,1,72,72
1060181,50,50,2,1,2,1,2,1,50,50
1060182,70,70,1,8,1,11,1,1,79,79
1060183,60,60,4,7,3,2,1,1,60,60
1060184,54,54,2,1,2,3,2,1,54,54
1060185,2,2,2,3,2,2,1,1,2,2
1060186,2,2,2,8,2,13,2,1,2,2
1060187,2,2,4,5,1,1,1,1,2,2
1060188,2,2,3,8,1,1,1,1,2,2
1060189,2,2,3,2,2,4,2,1,2,2
1060190,1,1,6,8,1,10,2,1,1,1
1060191,2,2,5,8,1,1,1,1,2,2
1060192,1,1,7,8,1,12,1,1,1,1
1060193,1,1,6,5,2,1,1,1,1,1
1060194,1,1,5,8,1,1,1,1,1,1
1060195,1,1,2,8,2,1,1,1,1,1
1060196,1,1,3,1,99,1,1,1,1,1
1060197,2,2,3,8,1,10,2,1,2,2
1060198,2,2,4,8,2,5,2,1,2,2
1060199,2,3,3,8,3,1,2,1,2,3
1060200,2,3,3,3,2,2,1,1,2,3
1060201,50,50,4,2,2,2,2,1,50,50
1060202,2,3,2,3,2,2,2,1,2,3
1060203,2,3,3,4,2,2,1,1,2,3
1060204,55,55,7,8,1,12,2,1,55,55
1060205,55,55,5,3,1,5,1,1,55,55
1060206,90,90,3,3,2,3,1,1,901,901
1060207,60,60,4,6,2,2,1,1,60,60
1060208,2,2,2,1,2,11,2,1,2,2
1060209,2,2,4,8,3,10,2,1,2,2
1060210,2,2,6,8,2,12,1,1,2,2
1060211,2,2,4,3,2,2,1,1,2,2
1060212,2,2,6,8,1,10,2,1,2,2
1060213,90,90,2,1,2,2,1,1,921,921
1060214,2,2,7,8,1,12,1,1,2,2
1060215,70,70,2,1,2,11,1,1,72,72
1060216,2,2,2,8,2,11,2,1,2,2
1060217,2,2,4,3,2,2,2,1,2,2
1060218,2,2,3,8,2,2,2,1,2,2
1060219,90,90,2,8,2,13,2,1,921,921
1060220,2,2,4,3,2,2,1,1,2,2
1060221,60,60,5,7,3,2,1,1,60,60
1060222,52,52,6,5,2,2,1,1,52,52
1060223,90,90,4,7,2,2,1,1,941,941
1060224,2,2,5,5,2,1,1,1,2,2
1060225,2,2,3,2,2,2,2,1,2,2
1060226,2,3,4,4,2,2,2,1,2,3
1060227,60,60,4,6,2,2,1,1,60,60
1060228,50,50,3,8,2,2,2,1,50,50
1060229,90,90,4,5,2,2,1,1,901,901
1060230,2,3,4,8,2,2,2,1,2,3
1060231,1,1,4,8,2,1,1,1,1,1
1060232,2,2,3,8,2,1,2,1,2,2
1060233,2,2,2,1,2,2,1,1,2,2
1060234,2,2,3,8,2,10,2,1,2,2
1060235,1,1,6,8,1,10,2,1,1,1
1060236,2,2,2,8,2,11,2,1,2,2
1060237,1,1,4,5,3,1,1,1,1,1
1060238,2,3,3,8,2,2,1,1,2,3
1060239,2,3,7,8,1,10,2,1,2,3
1060240,2,2,4,8,1,10,2,1,2,2
1060241,1,1,7,8,1,12,1,1,1,1
1060242,1,1,3,3,3,3,2,1,1,1
1060243,1,1,3,1,2,3,1,1,1,1
1060244,2,2,4,8,2,2,1,1,2,2
1060245,2,2,4,1,2,3,2,1,2,2
1060246,2,2,3,3,3,1,2,1,2,2
1060247,2,2,4,3,3,2,2,1,2,2
1060248,2,2,2,8,2,1,2,1,2,2
1060249,2,2,2,4,3,2,1,1,2,2
1060250,60,60,2,4,3,2,1,1,60,60
1060251,2,2,2,4,2,1,1,1,2,2
1060252,70,70,2,4,3,1,1,1,72,72
1060253,2,3,3,3,2,5,2,1,2,3
1060254,2,2,2,4,2,2,2,1,2,2
1060255,50,50,2,1,2,2,1,1,50,50
1060256,54,54,3,3,2,5,2,1,54,54
1060257,70,70,2,4,2,2,2,1,79,79
1060258,60,60,6,6,1,2,1,1,60,60
1060259,2,3,2,3,2,2,2,1,2,3
1060260,90,90,3,2,3,2,1,1,901,901
1060261,1,1,4,3,2,4,1,1,1,1
1060262,1,1,4,5,3,1,1,1,1,1
1060263,1,1,2,1,2,4,2,1,1,1
1060264,2,2,5,8,1,12,2,1,2,2
1060265,2,3,3,5,2,1,1,1,2,3
1060266,2,3,4,8,2,1,1,1,2,3
1060267,1,1,5,8,1,10,2,1,1,1
1060268,1,1,6,8,1,12,1,1,1,1
1060269,1,1,4,5,2,1,2,1,1,1
1060270,2,2,5,8,1,3,1,1,2,2
1060271,2,2,2,8,2,13,2,1,2,2
1060272,2,2,4,1,2,4,2,1,2,2
1060273,2,2,4,8,3,10,2,1,2,2
1060274,2,2,4,8,2,12,2,1,2,2
1060275,2,2,3,1,2,1,1,1,2,2
1060276,2,2,5,3,2,2,2,1,2,2
1060277,2,2,4,5,2,1,2,1,2,2
1060278,70,70,4,7,3,2,1,1,71,71
1060279,2,2,3,2,2,5,2,1,2,2
1060280,60,60,6,6,3,2,1,1,60,60
1060281,2,2,3,4,2,2,2,1,2,2
1060282,53,53,3,2,2,5,1,1,53,53
1060283,2,2,2,3,2,2,2,1,2,2
1060284,2,2,2,3,2,2,2,1,2,2
1060285,50,50,3,5,2,2,1,1,50,50
1060286,60,60,2,3,2,2,1,1,60,60
1060287,2,3,4,4,3,3,1,1,2,3
1060288,2,3,3,2,1,4,2,1,2,3
1060289,70,70,4,6,3,1,1,1,72,73
1060290,90,90,2,2,2,2,1,1,901,901
1060291,1,1,1,8,1,11,1,1,1,1
1060292,1,1,7,5,2,12,1,1,1,1
1060293,1,1,3,5,2,4,1,1,1,1
1060294,1,1,7,4,1,12,2,1,1,1
1060295,1,1,4,5,2,4,1,1,1,1
1060296,1,1,6,6,1,1,2,1,1,1
1060297,1,1,4,8,1,10,2,1,1,1
1060298,1,1,4,5,2,4,2,1,1,1
1060299,51,51,4,5,2,2,1,1,51,51
1060300,2,3,4,4,2,2,2,1,2,3
1060301,2,3,3,3,2,5,1,1,2,3
1060302,2,2,2,8,2,11,2,1,2,2
1060303,2,2,2,99,2,2,2,1,2,2
1060304,2,2,4,5,2,2,1,1,2,2
1060305,2,2,3,2,2,2,1,1,2,2
1060306,4,4,2,4,2,2,2,1,4,4
1060307,4,4,3,8,2,2,2,1,4,4
1060308,4,4,3,6,2,2,1,1,4,4
1060309,4,4,5,6,2,2,1,1,4,4
1060310,4,4,3,4,3,7,2,1,4,4
1060311,4,4,2,4,2,2,2,1,4,4
1060312,4,4,4,6,3,2,1,1,4,4
1060313,4,4,2,8,2,3,1,1,4,4
1060314,4,4,6,8,1,10,2,1,4,4
1060315,4,4,3,5,3,1,2,1,4,4
1060316,4,4,2,8,2,11,1,1,4,4
1060317,4,4,2,3,2,4,2,1,4,4
1060318,4,4,2,8,2,2,2,1,4,4
1060319,4,4,4,5,1,1,2,1,4,4
1060320,4,4,2,4,2,4,2,1,4,4
1060321,4,4,2,1,2,5,2,1,4,4
1060322,4,4,3,5,2,2,1,1,4,4
1060323,4,4,1,99,1,11,1,1,4,4
1060324,4,4,2,8,2,2,2,1,4,4
1060325,4,4,3,7,2,2,2,1,4,4
1060326,4,4,3,5,2,2,2,1,4,4
1060327,4,4,4,8,2,10,2,1,4,4
1060328,4,4,3,8,2,2,1,1,4,4
1060329,4,4,2,8,2,11,2,1,4,4
1060330,4,4,3,4,2,2,2,1,4,4
1060331,4,4,5,7,2,1,1,1,4,4
1060332,4,4,3,5,2,4,1,1,4,4
1060333,4,4,6,8,1,12,1,1,4,4
1060334,4,4,5,8,2,4,2,1,4,4
1060335,4,4,6,8,2,10,2,1,4,4
1060336,4,4,2,5,2,4,2,1,4,4
1060337,4,4,3,4,2,2,2,1,4,4
1060338,4,4,3,4,2,2,2,1,4,4
1060339,4,4,6,8,1,5,2,1,4,4
1060340,4,4,5,8,2,10,2,1,4,4
1060341,4,4,6,8,2,10,2,1,4,4
1060342,4,4,5,7,3,1,1,1,4,4
1060343,4,4,6,7,2,1,1,1,4,4
1060344,4,4,2,4,2,5,2,1,4,4
1060345,4,4,6,5,2,2,2,1,4,4
1060346,50,50,3,3,2,2,2,1,50,50
1060347,53,53,2,8,2,11,2,1,53,53
1060348,2,3,4,4,2,2,2,1,2,3
1060349,2,3,5,4,2,2,1,1,2,3
1060350,2,2,4,4,2,2,2,1,2,2
1060351,60,60,2,8,2,2,2,1,60,60
1060352,70,70,3,5,2,2,1,1,72,73
1060353,70,70,3,5,2,2,1,1,72,72
1060354,60,60,6,8,3,12,1,1,60,60
1060355,54,54,5,4,2,2,1,1,54,54
1060356,2,2,2,2,2,2,2,1,2,2
1060357,2,2,3,8,2,2,1,1,2,2
1060358,2,2,3,8,2,2,2,1,2,2
1060359,2,2,5,3,1,2,1,1,2,2
1060360,2,2,4,4,2,1,1,1,2,2
1060361,50,50,4,8,1,10,2,2,50,50
1060362,2,2,3,3,2,2,1,2,2,2
1060363,2,2,2,5,2,1,1,2,2,2
1060364,50,50,3,8,1,10,2,2,50,50
1060365,2,2,2,3,2,2,1,2,2,2
1060366,54,54,3,3,3,2,1,2,54,54
1060367,2,2,3,3,2,2,1,2,2,2
1060368,2,2,3,1,2,4,2,2,2,2
1060369,2,3,2,8,2,11,2,2,2,3
1060370,2,2,5,8,2,12,2,2,2,2
1060371,2,2,3,4,2,5,2,2,2,2
1060372,2,2,3,8,3,1,1,2,2,2
1060373,2,2,6,8,2,12,1,2,2,2
1060374,70,70,5,8,1,1,1,2,74,74
1060375,2,2,3,1,2,13,2,2,2,2
1060376,2,2,2,8,2,1,1,2,2,2
1060377,80,51,3,6,1,2,1,2,81,51
1060378,2,2,3,4,3,1,2,2,2,2
1060379,2,3,7,8,2,12,1,2,2,3
1060380,1,2,4,8,2,10,2,2,1,2
1060381,2,2,3,4,3,2,2,2,2,2
1060382,2,2,4,3,3,2,2,2,2,2
1060383,2,3,5,4,2,1,1,2,2,3
1060384,2,2,3,5,2,2,1,2,2,2
1060385,2,2,3,5,1,1,1,2,2,2
1060386,2,2,4,1,2,4,2,2,2,2
1060387,2,2,3,3,2,2,2,2,2,2
1060388,70,70,2,7,2,2,1,2,72,73
1060389,90,90,2,8,2,11,1,2,931,931
1060390,2,2,6,8,1,12,2,2,2,2
1060391,2,2,3,8,2,5,2,2,2,2
1060392,2,2,7,8,1,12,2,2,2,2
1060393,4,4,4,4,2,1,1,2,4,4
1060394,4,4,6,8,1,10,2,2,4,4
1060395,1,1,5,5,1,1,1,2,1,1
1060396,2,2,5,8,1,12,1,2,2,2
1060397,2,2,4,8,1,1,1,2,2,2
1060398,2,2,5,8,99,1,1,2,2,2
1060399,2,2,6,8,1,10,2,2,2,2
1060400,2,2,3,8,1,5,2,2,2,2
1060401,2,2,3,8,2,13,2,2,2,2
1060402,2,2,7,8,1,12,1,2,2,2
1060403,2,2,7,8,1,12,2,2,2,2
1060404,2,2,3,8,1,10,2,2,2,2
1060405,2,2,4,3,2,2,2,2,2,2
1060406,2,2,4,3,2,1,1,2,2,2
1060407,2,2,5,8,1,10,2,2,2,2
1060408,2,2,4,8,1,1,1,2,2,2
1060409,1,1,5,5,2,1,1,2,1,1
1060410,2,3,4,1,2,1,1,2,2,3
1060411,1,1,5,3,2,4,1,2,1,1
1060412,1,1,3,1,2,4,1,2,1,1
1060413,2,3,6,8,1,12,1,2,2,3
1060414,4,4,5,8,1,12,1,2,4,4
1060415,2,2,3,8,1,10,2,2,2,2
1060416,2,3,4,3,2,1,1,2,2,3
1060417,2,3,5,8,2,13,2,2,2,3
1060418,2,2,6,8,1,12,2,2,2,2
1060419,2,2,3,8,1,10,2,2,2,2
1060420,2,2,6,8,1,12,1,2,2,2
1060421,1,1,2,8,2,11,2,3,1,1
1060422,1,1,4,5,2,3,1,3,1,1
1060423,1,1,5,6,2,4,2,3,1,1
1060424,1,1,4,8,1,10,2,3,1,1
1060425,1,1,4,6,2,4,2,3,1,1
1060426,1,1,5,5,2,5,2,3,1,1
1060427,1,1,3,5,1,4,2,3,1,1
1060428,1,1,7,5,1,12,1,3,1,1
1060429,2,2,2,8,2,11,2,3,2,2
1060430,2,2,3,2,2,5,2,3,2,2
1060431,2,2,4,4,3,5,1,3,2,2
1060432,2,2,3,3,2,2,2,3,2,2
1060433,2,2,2,8,2,11,2,3,2,2
1060434,2,2,3,2,2,2,2,3,2,2
1060435,2,2,3,3,3,2,2,3,2,2
1060436,2,2,3,2,2,2,2,3,2,2
1060437,2,2,7,1,1,12,2,3,2,2
1060438,2,2,2,8,2,11,2,3,2,2
1060439,2,2,4,3,2,2,1,3,2,2
1060440,2,2,4,2,2,2,2,3,2,2
1060441,2,2,2,2,2,3,2,3,2,2
1060442,2,2,2,3,2,2,2,3,2,2
1060443,1,1,4,6,3,5,2,3,1,1
1060444,1,1,4,5,2,10,2,3,1,1
1060445,1,1,3,5,2,2,1,3,1,1
1060446,1,1,7,5,1,12,1,3,1,1
1060447,1,1,3,5,2,4,2,3,1,1
1060448,1,1,4,8,99,7,2,3,1,1
1060449,1,1,6,5,1,12,1,3,1,1
1060450,1,1,7,5,2,12,1,3,1,1
1060451,2,3,4,7,2,1,1,4,2,3
1060452,2,3,3,5,2,2,2,4,2,3
1060453,2,3,5,5,3,2,1,4,2,3
1060454,2,3,3,6,3,1,1,4,2,3
1060455,2,3,6,2,1,3,1,4,2,3
1060456,2,3,1,8,1,11,2,4,2,3
1060457,70,3,2,1,2,2,2,4,79,3
1060458,2,2,5,3,2,2,2,4,2,2
1060459,2,2,3,5,2,1,1,4,2,2
1060460,2,2,5,8,2,12,2,4,2,2
1060461,2,2,3,7,2,1,1,4,2,2
1060462,2,3,4,3,1,4,2,4,2,3
1060463,2,3,4,4,1,1,1,4,2,3
1060464,2,3,4,3,2,5,1,4,2,3
1060465,2,3,3,3,2,3,1,4,2,3
1060466,60,60,2,1,2,11,1,1,60,60
1060467,50,50,5,3,2,2,2,1,50,50
1060468,2,3,3,4,2,2,2,1,2,3
1060469,2,3,4,4,2,2,1,1,2,3
1060470,2,2,3,3,2,2,2,1,2,2
1060471,70,70,3,6,2,2,1,1,76,76
1060472,2,2,3,4,3,2,2,1,2,2
1060473,53,53,4,3,2,2,2,1,53,53
1060474,90,90,5,5,3,2,1,1,921,921
1060475,2,2,2,8,2,11,2,1,2,2
1060476,2,2,4,3,2,2,1,1,2,2
1060477,2,2,3,3,2,2,2,1,2,2
1060478,2,2,6,8,2,10,2,1,2,2
1060479,54,54,3,2,2,2,2,1,54,54
1060480,70,70,2,1,2,11,1,1,74,74
1060481,70,70,2,5,3,2,1,1,72,73
1060482,2,2,3,3,2,5,2,1,2,2
1060483,50,50,2,2,2,2,2,1,50,50
1060484,2,2,3,5,3,2,2,1,2,2
1060485,2,2,4,3,2,4,2,1,2,2
1060486,54,54,3,3,3,1,2,1,54,54
1060487,60,60,2,4,2,2,1,1,60,60
1060488,70,70,5,7,2,1,1,1,76,76
1060489,2,3,5,99,1,10,2,1,2,3
1060490,2,2,2,2,3,2,1,1,2,2
1060491,2,3,7,8,1,12,1,1,2,3
1060492,2,2,3,4,3,2,2,1,2,2
1060493,2,2,3,5,2,2,2,1,2,2
1060494,55,55,1,8,1,11,2,1,55,55
1060495,60,60,3,4,2,2,1,1,60,60
1060496,1,1,2,3,2,2,2,1,1,1
1060497,2,2,5,1,2,2,2,1,2,2
1060498,2,2,3,3,2,4,1,1,2,2
1060499,2,2,2,2,2,4,2,1,2,2
1060500,2,2,2,3,2,2,1,1,2,2
1060501,1,1,7,8,1,10,2,1,1,1
1060502,1,1,5,6,2,4,1,1,1,1
1060503,1,1,5,8,2,10,2,1,1,1
1060504,1,1,3,5,2,5,1,1,1,1
1060505,1,1,4,6,2,1,2,1,1,1
1060506,50,50,3,5,3,2,2,1,50,50
1060507,51,51,7,8,1,12,1,1,51,51
1060508,1,1,1,8,1,11,1,1,1,1
1060509,1,1,3,4,2,4,2,1,1,1
1060510,1,1,6,8,2,12,1,1,1,1
1060511,1,1,2,5,2,4,2,1,1,1
1060512,2,2,3,2,2,4,2,1,2,2
1060513,2,2,2,3,3,2,1,1,2,2
1060514,2,2,5,2,2,4,2,1,2,2
1060515,2,2,5,4,2,1,1,1,2,2
1060516,1,1,6,7,2,1,1,1,1,1
1060517,1,1,6,5,2,4,1,1,1,1
1060518,1,1,4,5,2,1,2,1,1,1
1060519,1,1,2,5,2,4,2,1,1,1
1060520,1,1,4,8,2,10,2,1,1,1
1060521,1,1,2,4,2,5,2,1,1,1
1060522,51,51,5,6,2,1,1,1,51,51
1060523,51,51,5,5,1,1,2,1,51,51
1060524,1,1,4,4,1,5,2,1,1,1
1060525,1,1,5,3,1,5,2,1,1,1
1060526,4,4,2,8,2,11,2,1,4,4
1060527,4,4,2,3,2,5,2,1,4,4
1060528,70,70,2,8,2,2,1,1,71,72
1060529,4,4,2,8,2,11,1,1,4,4
1060530,4,4,4,5,2,2,1,1,4,4
1060531,90,90,2,5,3,2,2,1,931,931
1060532,4,4,5,5,2,4,2,1,4,4
1060533,50,50,2,8,2,11,1,1,50,50
1060534,70,70,3,5,2,2,1,1,72,73
1060535,2,2,1,8,1,11,2,1,2,2
1060536,60,60,4,7,3,1,1,1,60,60
1060537,2,2,3,2,2,2,2,1,2,2
1060538,2,3,5,5,2,1,2,1,2,3
1060539,80,80,3,6,2,3,1,1,82,82
1060540,2,2,4,4,2,2,1,1,2,2
1060541,2,2,4,3,2,5,2,1,2,2
1060542,2,2,2,3,3,2,2,1,2,2
1060543,2,3,3,3,1,2,2,1,2,3
1060544,2,2,3,3,2,5,2,1,2,2
1060545,54,54,3,1,2,5,2,1,54,54
1060546,60,60,3,3,3,2,1,1,60,60
1060547,55,55,2,2,2,5,2,1,55,55
1060548,2,2,6,8,1,12,2,1,2,2
1060549,2,2,7,8,2,12,2,1,2,2
1060550,2,3,4,6,3,2,1,1,2,3
1060551,70,70,2,8,2,11,1,1,72,73
1060552,2,3,5,5,2,2,1,1,2,3
1060553,53,53,3,5,3,2,1,1,53,53
1060554,55,55,6,1,2,10,2,1,55,55
1060555,90,90,4,4,3,3,1,1,901,901
1060556,60,60,2,1,2,11,1,1,60,60
1060557,50,50,3,3,2,2,2,1,50,50
1060558,2,2,2,3,2,2,2,1,2,2
1060559,2,2,4,4,2,2,1,1,2,2
1060560,2,2,4,3,2,2,1,1,2,2
1060561,2,2,7,8,2,12,2,1,2,2
1060562,60,60,5,6,3,2,1,1,60,60
1060563,50,50,2,8,2,11,2,1,50,50
1060564,60,60,3,8,2,2,1,1,60,60
1060565,2,2,4,5,2,2,2,1,2,2
1060566,2,3,3,3,2,4,2,1,2,3
1060567,2,2,1,8,1,11,2,1,2,2
1060568,2,2,3,3,3,3,1,1,2,2
1060569,2,2,4,4,2,2,2,1,2,2
1060570,54,54,3,2,1,4,2,1,54,54
1060571,2,2,3,4,2,2,1,1,2,2
1060572,2,2,2,2,2,2,2,1,2,2
1060573,60,60,2,4,3,2,1,1,60,60
1060574,90,3,5,8,3,12,1,1,921,3
1060575,70,70,4,5,3,2,1,1,72,72
1060576,90,90,4,3,3,5,1,1,901,901
1060577,70,70,4,6,2,2,1,1,71,71
1060578,80,80,5,7,2,2,1,1,81,81
1060579,2,2,4,1,1,10,2,1,2,2
1060580,2,2,3,2,2,2,2,1,2,2
1060581,60,60,4,6,3,2,1,1,60,60
1060582,2,2,3,1,2,2,2,1,2,2
1060583,2,2,5,8,1,12,2,1,2,2
1060584,2,2,4,2,2,2,1,1,2,2
1060585,2,2,3,3,2,2,2,1,2,2
1060586,2,3,2,4,2,2,1,1,2,3
1060587,54,54,3,2,2,2,2,1,54,54
1060588,2,3,5,4,2,2,1,1,2,3
1060589,50,50,4,2,2,3,2,1,50,50
1060590,70,70,5,4,3,2,1,1,72,72
1060591,55,55,5,3,2,2,1,1,55,55
1060592,55,55,5,3,2,2,2,1,55,55
1060593,90,90,4,5,2,2,1,1,901,901
1060594,60,60,3,5,2,2,1,1,60,60
1060595,2,2,4,4,2,2,2,1,2,2
1060596,2,2,3,3,2,2,1,1,2,2
1060597,2,2,3,3,2,2,2,1,2,2
1060598,2,2,5,8,1,12,1,1,2,2
1060599,70,70,5,7,2,2,1,1,79,79
1060600,2,3,4,4,2,2,2,1,2,3
1060601,60,60,3,8,2,2,1,1,60,60
1060602,2,3,4,4,2,2,2,1,2,3
1060603,2,2,4,8,2,2,2,1,2,2
1060604,50,50,3,4,2,2,1,1,50,50
1060605,70,70,7,6,2,2,1,1,79,79
1060606,2,2,3,3,2,2,2,1,2,2
1060607,54,54,2,8,2,11,2,1,54,54
1060608,2,2,3,1,2,3,2,1,2,2
1060609,2,3,2,8,2,13,2,1,2,3
1060610,2,2,2,2,2,5,2,1,2,2
1060611,4,4,2,8,2,11,2,1,4,4
1060612,2,2,6,8,1,12,1,1,2,2
1060613,2,2,3,1,2,2,1,1,2,2
1060614,2,2,3,2,2,2,2,1,2,2
1060615,2,2,3,3,3,2,1,1,2,2
1060616,2,2,2,8,2,2,2,1,2,2
1060617,2,2,2,8,2,11,1,1,2,2
1060618,2,2,3,2,2,2,2,1,2,2
1060619,50,50,3,8,2,2,1,1,50,50
1060620,90,90,4,4,2,2,1,1,901,901
